,Nikkiso,Osram 4.7 mW,Osram 42 mW,CIS,Stanely
Wavelength(nm),Intensity,Intensity,Intensity,Intensity,Intensity
,,,,,
370.11,8.00796E-09,5.66912E-10,9.18704E-09,3.02353E-10,2.89755E-10
370.68,7.49253E-09,1.74554E-09,7.34204E-09,4.77727E-10,5.63473E-10
371.26,7.19495E-09,2.43713E-10,7.11653E-09,7.31138E-10,-3.74942E-11
371.83,6.61993E-09,8.09547E-10,1.7522E-08,5.70362E-10,5.27432E-10
372.41,8.91682E-09,5.71432E-10,5.89254E-09,-9.21665E-10,1.106E-10
372.99,7.04527E-09,7.70999E-10,6.84623E-09,5.32357E-10,2.57E-10
373.56,8.24423E-09,9.12473E-10,7.41376E-09,1.82495E-11,1.1923E-09
374.14,8.55073E-09,7.97539E-10,7.7257E-09,3.26266E-10,4.59189E-10
374.71,8.11877E-09,7.18869E-10,5.62531E-09,6.82926E-10,4.91227E-10
375.29,8.64833E-09,4.68708E-10,6.24297E-09,2.70409E-10,2.76418E-10
375.86,7.73653E-09,3.94206E-10,7.87596E-09,3.76288E-10,4.18098E-10
376.44,8.74431E-09,4.09003E-10,6.75044E-09,4.26786E-10,4.62351E-10
377.01,8.76726E-09,7.71943E-10,6.42619E-09,4.38604E-10,5.02932E-10
377.59,9.50309E-09,5.03177E-10,8.43537E-09,4.51124E-10,9.13815E-10
378.17,6.95977E-09,2.43726E-10,8.92735E-09,4.00406E-10,3.48179E-10
378.74,7.50033E-09,6.54058E-10,6.41917E-09,2.92605E-10,4.01614E-10
379.32,8.13558E-09,5.86359E-10,8.49914E-09,5.0013E-10,4.36895E-10
379.89,8.80553E-09,5.46379E-10,6.93638E-09,5.63454E-10,1.36595E-10
380.47,8.44821E-09,5.62387E-10,7.71771E-09,5.11261E-10,2.38588E-10
381.05,9.20335E-09,4.40108E-10,7.32753E-09,4.2318E-10,3.27259E-10
381.62,9.02694E-09,4.71815E-10,7.85544E-09,3.53861E-10,5.1675E-10
382.20,9.64733E-09,4.69225E-10,7.70071E-09,5.19499E-10,2.34613E-10
382.77,8.98027E-09,4.4926E-10,9.08671E-09,6.48931E-10,2.66228E-10
383.35,1.0219E-08,7.80125E-10,5.96923E-09,5.80944E-10,4.75821E-10
383.93,1.19151E-08,5.4339E-10,8.44399E-09,4.77525E-10,2.52484E-10
384.50,8.7345E-09,4.27108E-10,5.90768E-09,8.54216E-10,2.40933E-10
385.08,9.90863E-09,1.79366E-10,6.08128E-09,3.58733E-10,3.69603E-10
385.65,1.0095E-08,3.72297E-10,6.25242E-09,7.28407E-10,3.99275E-10
386.23,9.64837E-09,5.34515E-10,4.74632E-09,2.42961E-10,5.61511E-10
386.81,9.70145E-09,1.10889E-09,6.74276E-09,5.30337E-10,5.35694E-10
387.38,9.89284E-09,2.87369E-10,7.22995E-09,6.22633E-10,2.66082E-10
387.96,9.0915E-09,3.81671E-10,7.62551E-09,4.2938E-10,3.81671E-10
388.54,9.78408E-09,3.94736E-10,8.202E-09,4.10525E-10,4.63157E-10
389.11,8.10135E-09,7.2261E-10,6.48629E-09,1.31955E-09,3.45596E-10
389.69,1.01243E-08,3.12651E-10,5.93421E-09,3.75181E-10,4.06446E-10
390.27,1.04679E-08,6.70187E-10,6.43543E-09,3.58472E-10,3.63667E-10
390.84,1.06214E-08,4.78841E-10,6.1722E-09,4.47948E-10,3.0893E-10
391.42,1.06696E-08,4.31955E-10,6.26713E-09,5.39943E-10,3.49677E-10
391.99,1.06966E-08,1.9876E-10,7.2294E-09,4.73966E-10,4.38291E-10
392.57,1.1019E-08,4.5684E-10,7.80894E-09,5.3298E-10,3.65472E-10
393.15,9.94672E-09,6.52353E-10,5.4559E-09,5.15814E-10,8.69804E-10
393.72,1.05263E-08,2.11852E-10,7.15519E-09,3.17778E-10,5.04409E-10
394.30,1.08735E-08,5.86047E-10,8.1061E-09,6.31128E-10,3.90698E-10
394.88,1.01547E-08,6.57427E-10,7.56253E-09,6.12602E-10,3.9844E-10
395.45,1.02748E-08,5.19967E-10,5.83738E-09,2.82268E-10,4.85302E-10
396.03,1.06392E-08,3.69618E-10,9.05857E-09,4.13972E-10,2.95694E-10
396.61,1.01169E-08,3.23685E-10,6.46699E-09,-5.59092E-10,2.55024E-10
397.19,9.99294E-09,3.65439E-10,7.30122E-09,4.09292E-10,3.21587E-10
397.76,1.04204E-08,5.09657E-10,6.98234E-09,3.6404E-10,2.62109E-10
398.34,1.04787E-08,5.06846E-10,5.20788E-09,3.76514E-10,2.99281E-10
398.92,9.92271E-09,3.60761E-10,7.68827E-09,4.90635E-10,3.1747E-10
399.49,9.88419E-09,3.73735E-10,8.23281E-09,4.88731E-10,4.12067E-10
400.07,1.033E-08,-4.28273E-11,6.36991E-09,2.42688E-10,3.14067E-10
400.65,1.00441E-08,3.40666E-10,6.99532E-09,4.40026E-10,3.2174E-10
401.22,9.20091E-09,6.35381E-10,6.39424E-09,1.83554E-10,3.57696E-10
401.80,1.04735E-08,3.36234E-10,6.1579E-09,4.34302E-10,4.20292E-10
402.38,1.06621E-08,5.02678E-10,6.69543E-09,4.46824E-10,1.39633E-10
402.96,1.00893E-08,4.57597E-10,7.94193E-09,6.23996E-10,2.77331E-10
403.53,9.83121E-09,3.0394E-10,6.71656E-09,4.14464E-10,4.69726E-10
404.11,9.93972E-09,2.74729E-11,1.19841E-08,4.53302E-10,2.93044E-10
404.69,1.07015E-08,4.23379E-10,5.91207E-09,5.87268E-10,2.64043E-10
405.27,9.57082E-09,3.53662E-10,7.60944E-09,3.94469E-10,3.71798E-10
405.84,1.05788E-08,6.21035E-10,6.29383E-09,4.45525E-10,2.88016E-10
406.42,9.75515E-09,4.29033E-10,6.25025E-09,2.81553E-10,4.64786E-10
407.00,9.24155E-09,6.28022E-10,1.15686E-08,5.74574E-10,1.69254E-10
407.58,1.02456E-08,5.97548E-10,7.42845E-09,3.71807E-10,2.39019E-10
408.15,9.71296E-09,5.14964E-10,6.6832E-09,5.14964E-10,3.7852E-10
408.73,9.69529E-09,1.96634E-10,7.07149E-09,1.40266E-09,5.50575E-10
409.31,9.44661E-09,4.43869E-10,5.56435E-09,4.30814E-10,3.39429E-10
409.89,1.09588E-08,6.10599E-10,5.10468E-09,3.63761E-10,5.28319E-10
410.46,9.23427E-09,3.87123E-10,6.35943E-09,2.70986E-10,2.15068E-10
411.04,9.97235E-09,1.08007E-09,6.07982E-09,3.34308E-10,2.91448E-10
411.62,9.39648E-09,4.47089E-10,6.72065E-09,3.95993E-10,3.57671E-10
412.20,8.34651E-09,3.43719E-10,6.01944E-09,5.98325E-10,3.8191E-10
412.77,9.73374E-09,2.91665E-10,6.75625E-09,3.17027E-10,8.20044E-10
413.35,9.63104E-09,4.28842E-10,6.80396E-09,5.17133E-10,1.84991E-10
413.93,9.34984E-09,4.27512E-10,6.86661E-09,4.27512E-10,4.44277E-10
414.51,9.1349E-09,4.74476E-10,8.39868E-09,5.49393E-10,3.49614E-10
415.09,9.70094E-09,4.23094E-10,4.80667E-09,3.60874E-10,4.64573E-10
415.66,9.03428E-09,4.59412E-10,5.623E-09,7.07742E-10,3.89051E-10
416.24,9.55869E-09,4.08821E-10,6.93038E-09,4.33598E-10,4.54245E-10
416.82,8.62945E-09,2.96029E-10,6.07874E-09,2.59026E-10,3.45367E-10
417.40,8.62114E-09,4.31294E-10,5.3343E-09,5.54521E-10,9.03663E-11
417.98,9.09423E-09,4.9185E-11,5.7323E-09,4.9185E-10,2.6232E-10
418.55,8.46159E-09,3.91502E-10,6.35532E-09,3.3033E-10,2.36532E-10
419.13,9.92162E-09,1.94648E-10,5.67136E-09,4.01462E-10,2.352E-10
419.71,9.41278E-09,4.97598E-10,5.25372E-09,5.46144E-10,5.42099E-10
420.29,9.19766E-09,3.99591E-10,5.9675E-09,4.60135E-10,3.39047E-10
420.87,8.3388E-09,6.02845E-10,6.42369E-09,7.95755E-10,3.53669E-10
421.45,8.9419E-09,2.16455E-10,7.20769E-09,4.44935E-10,2.64556E-10
422.02,8.77087E-09,5.39489E-10,8.30351E-09,4.55568E-10,1.83826E-10
422.60,8.05168E-09,4.31577E-10,6.14759E-09,3.47659E-10,3.91616E-10
423.18,9.22623E-09,5.02221E-10,6.53007E-09,5.50051E-10,4.70334E-10
423.76,8.49889E-09,3.70239E-10,1.28058E-08,3.94125E-10,3.02561E-10
424.34,8.53913E-09,5.25039E-10,6.83433E-09,4.05712E-10,4.21622E-10
424.92,7.98703E-09,3.09192E-10,6.89021E-09,4.87572E-10,3.88472E-10
425.49,8.72698E-09,5.22008E-10,4.74061E-09,4.62689E-10,4.11279E-10
426.07,8.17826E-09,4.13867E-10,6.93002E-09,4.84816E-10,2.60145E-10
426.65,8.333E-09,6.35917E-10,7.05843E-09,3.41511E-10,4.39646E-10
427.23,7.91125E-09,5.88957E-10,6.98172E-09,4.24049E-10,2.98405E-10
427.81,8.03154E-09,3.40705E-10,6.3376E-09,3.17209E-10,2.66299E-10
428.39,8.01013E-09,1.75757E-10,9.98828E-09,5.62423E-10,2.57777E-10
428.97,7.77335E-09,5.15384E-10,7.33271E-09,3.27972E-10,2.96736E-10
429.55,8.26086E-09,3.73577E-10,5.75335E-09,3.96926E-10,3.11314E-10
430.12,7.92745E-09,1.23643E-09,7.22445E-09,2.44953E-10,3.88814E-10
430.70,6.89776E-09,5.12953E-10,6.52173E-09,5.01295E-10,5.67357E-10
431.28,7.6306E-09,6.05196E-10,1.43391E-08,3.6079E-10,2.48286E-10
431.86,7.60887E-09,5.80262E-10,6.26034E-09,-9.2842E-11,3.48157E-10
432.44,6.26586E-09,4.17954E-10,6.18549E-09,5.68881E-10,2.08977E-10
433.02,6.99935E-09,2.78272E-10,6.64073E-09,5.33355E-10,3.7876E-10
433.60,7.4532E-09,4.40027E-10,6.47789E-09,3.82128E-10,2.62472E-10
434.18,6.69151E-09,4.50193E-10,6.38074E-09,3.00129E-10,3.38607E-10
434.76,6.96495E-09,2.9998E-10,6.91545E-09,5.5381E-10,3.8459E-10
435.34,6.86487E-09,8.06719E-10,6.67732E-09,4.95556E-10,2.5354E-10
435.92,7.92E-09,4.26164E-10,5.6763E-09,4.03128E-10,3.68574E-10
436.49,7.02961E-09,5.17167E-10,7.19457E-09,3.56271E-10,4.36719E-10
437.07,6.6031E-09,3.5557E-10,6.34016E-09,4.7027E-10,2.7528E-10
437.65,1.10038E-08,3.2112E-10,6.33938E-09,6.53709E-10,2.44663E-10
438.23,6.08838E-09,4.12222E-10,7.09202E-09,4.35123E-10,4.12222E-10
438.81,6.27141E-09,4.23667E-10,5.64304E-09,3.32063E-10,2.82445E-10
439.39,6.778E-09,4.23858E-10,6.02704E-09,5.61325E-10,3.1312E-10
439.97,5.89695E-09,4.3451E-10,6.32052E-09,5.83158E-10,2.51559E-10
440.55,5.84256E-09,5.36623E-10,5.85492E-09,4.567E-10,2.20738E-10
441.13,6.69754E-09,4.67262E-10,6.07191E-09,4.44469E-10,3.19106E-10
441.71,5.14297E-09,2.95997E-10,7.88507E-09,3.87073E-10,3.03586E-10
442.29,6.26523E-09,3.40689E-10,6.88235E-09,5.33746E-10,3.86114E-10
442.87,5.94387E-09,3.74533E-10,7.25615E-09,3.17786E-10,4.99377E-10
443.45,8.1612E-09,4.30966E-10,6.79768E-09,6.4645E-10,2.41946E-10
444.03,5.61509E-09,3.85117E-10,6.11022E-09,5.32367E-10,2.56744E-10
444.61,6.23944E-09,4.29763E-10,6.70338E-09,4.9762E-10,3.31747E-10
445.19,8.39947E-09,4.29241E-10,8.12456E-09,7.0034E-10,3.08752E-10
445.77,5.99961E-09,5.52899E-10,5.41054E-09,5.41615E-10,3.46032E-10
446.35,5.77573E-09,3.16034E-10,7.21614E-09,5.30485E-10,2.18214E-10
446.93,5.80561E-09,4.72809E-10,5.17302E-09,4.39037E-10,2.25147E-10
447.51,5.84822E-09,4.05099E-10,6.07019E-09,4.5011E-10,2.25055E-10
448.09,5.93672E-09,6.07497E-10,8.09158E-09,2.81249E-10,3.07499E-10
448.67,5.43309E-09,2.9202E-10,6.58235E-09,-2.24631E-11,2.47094E-10
449.25,5.15988E-09,4.26485E-10,7.17546E-09,2.58135E-10,3.59145E-10
449.83,5.51749E-09,4.48823E-10,6.8001E-09,3.59058E-10,3.36617E-10
450.41,5.64515E-09,5.82755E-10,7.31421E-09,4.70687E-10,2.4655E-10
450.99,5.60141E-09,4.59568E-10,6.71842E-09,3.02642E-10,2.24179E-10
451.57,5.11086E-09,3.02783E-10,6.27344E-09,4.93424E-10,3.88758E-10
452.15,5.60169E-09,4.25962E-10,6.04687E-09,2.80238E-10,1.86825E-10
452.73,4.74797E-09,1.0756E-09,4.17857E-09,3.4733E-10,-1.04573E-10
453.31,5.72743E-09,3.80546E-10,7.00672E-09,4.81279E-10,8.95403E-11
453.89,4.52433E-09,4.25789E-10,6.93989E-09,4.14584E-10,2.0916E-10
454.47,4.92548E-09,5.60021E-11,6.86248E-09,5.15219E-10,2.38942E-10
455.05,5.23978E-09,3.24866E-10,5.29691E-09,6.04922E-10,4.929E-10
455.63,4.92076E-09,3.5807E-10,8.04823E-09,4.14019E-10,1.79035E-10
456.21,5.41541E-09,4.9258E-10,6.48638E-09,-4.58995E-10,2.08973E-10
456.79,4.96368E-09,4.25053E-10,6.10846E-09,4.25053E-10,3.35568E-10
457.37,5.14206E-09,3.69089E-10,6.92723E-09,3.13167E-10,-2.23691E-10
457.95,4.78008E-09,4.24633E-10,5.73033E-09,3.01713E-10,1.93692E-10
458.53,4.55349E-09,4.46665E-10,6.84178E-09,4.91332E-10,2.60555E-10
459.11,4.59562E-09,6.02669E-10,6.31775E-09,4.46422E-10,1.63688E-10
459.70,4.49327E-09,5.23018E-10,6.44758E-09,2.89329E-10,1.03862E-10
460.28,4.57996E-09,4.8939E-10,5.99993E-09,5.11635E-10,2.0762E-10
460.86,4.79684E-09,2.99967E-10,6.65903E-09,3.55516E-10,2.74044E-10
461.44,4.39193E-09,2.4413E-10,6.7251E-09,4.66067E-10,1.10968E-10
462.02,3.72529E-09,3.99357E-10,7.46172E-09,4.32637E-10,7.09968E-10
462.60,4.73697E-09,3.21139E-10,5.6049E-09,3.54361E-10,2.87918E-10
463.18,3.89075E-09,4.31315E-10,5.52395E-09,3.98136E-10,2.65424E-10
463.76,4.28351E-09,2.09875E-10,8.82767E-09,3.20335E-10,1.98829E-10
464.34,3.35059E-09,1.87472E-10,6.16914E-09,4.52137E-10,1.6174E-10
464.92,5.06538E-09,2.97479E-10,6.75055E-09,3.19515E-10,3.37878E-10
465.51,4.57837E-09,4.73505E-10,6.82021E-09,3.85411E-10,1.76188E-10
466.09,3.56434E-09,4.84311E-10,6.67071E-09,4.5129E-10,3.44888E-10
466.67,4.4402E-09,3.29899E-10,9.4473E-09,3.29899E-10,2.19932E-10
467.25,3.42553E-09,3.07588E-10,6.14539E-09,3.62515E-10,4.32088E-10
467.83,1.09777E-09,4.17382E-10,4.75469E-09,2.85577E-10,2.78255E-10
468.41,3.86148E-09,3.95141E-10,6.21336E-09,7.354E-10,2.12205E-10
468.99,4.33941E-09,4.16637E-10,5.5494E-09,4.05672E-10,1.46188E-10
469.57,5.43393E-09,3.50768E-10,6.64309E-09,2.63076E-10,1.16923E-10
470.16,3.50445E-09,4.38297E-10,4.37843E-09,3.72553E-10,2.70283E-10
470.74,3.32737E-09,1.06228E-09,6.12638E-09,2.62831E-10,2.77433E-10
471.32,4.46134E-09,2.73516E-10,6.70331E-09,3.71982E-10,1.89638E-10
471.90,3.584E-09,3.17052E-10,6.40729E-09,3.38918E-10,2.55099E-10
472.48,4.02178E-09,3.49912E-10,4.22372E-09,3.82716E-10,4.3739E-10
473.06,7.46884E-09,7.97551E-10,6.0391E-09,-5.35342E-10,1.60239E-10
473.65,2.88004E-09,4.03864E-10,5.81543E-09,4.69355E-10,1.81921E-10
474.23,4.14104E-09,3.27103E-10,5.22823E-09,2.61683E-10,3.4891E-10
474.81,4.05144E-09,2.5063E-10,6.09597E-09,4.57672E-10,1.01705E-10
475.39,3.04841E-09,4.1394E-10,6.23895E-09,4.03047E-10,3.19533E-10
475.97,3.48309E-09,4.02954E-10,6.31003E-09,3.15829E-10,7.98647E-11
476.55,3.04752E-09,2.94029E-10,4.20643E-09,4.46489E-10,2.0328E-10
477.14,3.26223E-09,5.98404E-10,5.43441E-09,4.35203E-10,3.33656E-10
477.72,2.95635E-09,3.91496E-10,5.21454E-09,2.82747E-10,2.46497E-10
478.30,3.73362E-09,3.04066E-10,5.20716E-09,2.38909E-10,3.76463E-10
478.88,2.82358E-09,1.41257E-10,5.35495E-09,2.82513E-10,2.3905E-10
479.46,3.43142E-09,3.15082E-10,5.13739E-09,4.6719E-10,5.79461E-11
480.05,3.04068E-09,3.04235E-10,3.61809E-09,4.23756E-10,1.88336E-10
480.63,3.03849E-09,4.12593E-10,6.00171E-09,-2.71443E-10,3.11254E-10
481.21,3.8174E-09,3.58078E-10,5.92565E-09,3.68928E-10,2.96589E-10
481.79,3.29706E-09,3.68952E-10,5.92603E-09,1.62773E-10,1.59156E-10
482.38,3.16469E-09,4.55445E-10,4.33308E-09,3.0363E-10,1.87961E-10
482.96,3.33727E-09,2.49349E-10,5.19841E-09,4.3365E-10,5.05925E-11
483.54,2.51289E-09,3.79309E-10,7.43396E-09,4.00983E-10,2.45647E-10
484.12,3.11551E-09,6.4942E-11,5.55039E-09,1.29884E-10,2.66984E-10
484.71,3.81059E-09,2.1663E-10,6.05935E-09,2.59956E-10,1.66083E-10
485.29,2.9848E-09,3.67895E-10,5.04431E-09,2.27229E-10,1.80341E-10
485.87,3.59154E-09,3.24715E-10,4.03671E-09,2.48948E-10,1.94829E-10
486.45,2.33576E-09,2.8131E-10,4.75571E-09,2.70491E-10,-1.00983E-10
487.04,2.46448E-09,2.92006E-10,5.11382E-09,2.92006E-10,2.23511E-10
487.62,3.02535E-09,2.48648E-10,4.10383E-09,4.64863E-10,2.45044E-10
488.20,3.02338E-09,2.70093E-10,2.73411E-09,3.45719E-10,2.95302E-10
488.78,3.02024E-09,1.2951E-10,5.17503E-09,4.96454E-10,1.36705E-10
489.37,1.90016E-09,3.45673E-10,5.39555E-09,3.13266E-10,1.8724E-10
489.95,2.67667E-09,1.61984E-10,4.31511E-09,3.56366E-10,7.19931E-12
490.53,2.72009E-09,4.10398E-10,3.7401E-09,2.80798E-10,2.23199E-10
491.12,2.54567E-09,4.42499E-10,9.27208E-09,4.74877E-10,1.65488E-10
491.70,2.88887E-09,3.34344E-10,5.31523E-09,1.50994E-10,1.65374E-10
492.28,1.72633E-09,2.15909E-10,5.60783E-09,3.02273E-10,2.44697E-10
492.86,2.37205E-09,1.61819E-10,3.87965E-09,1.13274E-09,1.22264E-10
493.45,2.20053E-09,3.88543E-10,5.75023E-09,1.29514E-10,5.75619E-11
494.03,2.54705E-09,2.80761E-10,4.96216E-09,4.9673E-10,1.51179E-10
494.61,2.59355E-09,4.54121E-10,4.03245E-09,2.16248E-10,1.72998E-10
495.20,2.76392E-09,1.08025E-10,4.4604E-09,4.10494E-10,2.23251E-10
495.78,2.46343E-09,2.4864E-10,5.54361E-09,2.59451E-10,6.48627E-11
496.36,2.07369E-09,2.59354E-10,4.31809E-09,5.29514E-10,1.44085E-10
496.95,2.20346E-09,2.37758E-10,5.82984E-09,2.16144E-10,-1.9453E-10
497.53,-4.3225E-11,3.56802E-10,4.68043E-09,-1.51371E-10,1.87411E-10
498.11,2.85377E-09,2.59576E-10,5.11411E-09,9.73409E-11,2.81207E-10
498.70,2.20651E-09,3.24665E-10,4.46852E-09,2.27265E-10,1.73154E-10
499.28,2.11917E-09,2.37996E-10,4.39477E-09,3.46176E-10,2.09148E-10
499.86,1.85876E-09,1.94628E-10,4.24859E-09,4.97384E-10,3.60423E-11
500.45,2.93976E-09,2.59533E-10,5.18529E-09,2.48719E-10,2.37906E-10
501.03,1.64284E-09,3.56866E-10,4.96934E-09,4.65007E-10,2.09073E-10
501.61,2.07433E-09,4.10769E-10,4.82334E-09,1.62146E-10,4.32389E-10
502.20,2.16062E-09,2.91843E-10,4.24714E-09,2.59416E-10,9.36781E-11
502.78,2.33302E-09,2.91788E-10,4.03041E-09,3.45822E-10,1.00865E-10
503.37,1.85849E-09,2.919E-10,3.81596E-09,6.48666E-11,2.30637E-10
503.95,1.94601E-09,1.51439E-10,5.04275E-09,3.02879E-10,4.32684E-11
504.53,1.98973E-09,4.97706E-10,4.61162E-09,1.83935E-10,2.66886E-10
505.12,3.67483E-09,1.51399E-10,4.89738E-09,-5.19084E-10,-2.8838E-11
505.70,2.29273E-09,3.57084E-10,3.7473E-09,2.27235E-10,1.65918E-10
506.29,2.29087E-09,2.91922E-10,4.46429E-09,2.70298E-10,2.73902E-10
506.87,2.03315E-09,4.76105E-10,4.82818E-09,3.67899E-10,9.37783E-11
507.45,2.20737E-09,1.84048E-10,4.03765E-09,4.11402E-10,1.08264E-10
508.04,2.25043E-09,2.48982E-10,1.80235E-09,1.73205E-10,1.37121E-10
508.62,2.64055E-09,1.01782E-09,4.32667E-09,1.73246E-10,3.60929E-10
509.21,1.25518E-09,3.13968E-10,4.47031E-09,3.03142E-10,7.21766E-12
509.79,1.12583E-09,2.81611E-10,4.68866E-09,4.33248E-10,1.58857E-10
510.37,1.99176E-09,3.0326E-10,4.03928E-09,3.14091E-10,1.37189E-10
510.96,2.12278E-09,3.25094E-10,4.40227E-09,3.25094E-10,1.95056E-10
511.54,1.68934E-09,2.70876E-10,4.47384E-09,2.3837E-10,7.22335E-11
512.13,2.64261E-09,2.60072E-10,4.90738E-09,2.38399E-10,2.23951E-10
512.71,1.30009E-09,1.09484E-09,-2.88768E-10,1.626E-10,2.52934E-10
513.30,2.29702E-09,2.60183E-10,4.54848E-09,2.81865E-10,1.80682E-10
513.88,1.60263E-09,3.7921E-10,4.61796E-09,1.84187E-10,1.95022E-10
514.47,1.60325E-09,-6.71999E-10,4.18662E-09,1.95097E-10,3.10709E-10
515.05,1.12617E-09,4.33381E-10,3.3913E-09,1.62518E-10,-2.88921E-11
515.63,1.94961E-09,2.38417E-10,-4.47471E-09,1.73394E-10,5.7798E-11
516.22,1.77696E-09,2.05981E-10,5.63152E-09,-3.46915E-10,1.08411E-10
516.80,1.90733E-09,1.0843E-10,2.67185E-09,2.27704E-10,2.89148E-11
517.39,2.1683E-09,3.68813E-10,4.40672E-09,8.78642E-10,-4.12203E-10
517.97,1.21484E-09,2.49613E-10,3.46928E-09,3.5814E-10,6.51164E-11
518.56,1.6905E-09,3.36117E-10,5.199E-09,1.3011E-10,1.66251E-10
519.14,2.0834E-09,3.90851E-10,4.12138E-09,3.47423E-10,1.23046E-10
519.73,1.25873E-09,3.03998E-10,3.75989E-09,1.51999E-10,1.30285E-10
520.31,1.47685E-09,1.41247E-10,4.63099E-09,1.62977E-10,1.30382E-10
520.90,1.73725E-09,2.93322E-10,3.97926E-09,2.49867E-10,7.96677E-11
521.48,2.43499E-09,3.58924E-10,5.14287E-09,1.30518E-10,3.26294E-10
522.07,-1.00059E-09,3.48224E-10,3.76852E-09,1.30584E-10,-2.75677E-10
522.65,1.47844E-09,2.50168E-10,4.27381E-09,1.19646E-10,2.03035E-10
523.24,2.1763E-09,3.0485E-10,3.11785E-09,4.57274E-10,8.70999E-11
523.82,2.00563E-09,1.74499E-10,4.35795E-09,2.07217E-10,2.03582E-10
524.41,1.91745E-09,2.39813E-10,4.42831E-09,4.68725E-10,-7.26706E-11
524.99,2.04992E-09,2.94565E-10,6.10318E-09,1.09098E-10,2.40016E-10
525.58,1.74558E-09,3.9297E-10,3.63484E-09,2.72896E-10,2.40148E-10
526.17,1.52854E-09,3.82345E-10,4.94714E-09,3.7142E-10,1.01959E-10
526.75,1.26734E-09,1.20245E-10,5.31442E-09,1.96765E-10,1.09314E-10
527.34,1.79307E-09,3.28181E-10,3.86124E-09,2.73484E-10,-1.38565E-10
527.92,2.18658E-10,3.06289E-10,4.37102E-09,2.51594E-10,1.38559E-10
528.51,1.61858E-09,2.84502E-10,3.57081E-09,1.64136E-10,1.96963E-10
529.09,1.22586E-09,4.92803E-10,4.44886E-09,2.08072E-10,9.49101E-11
529.68,2.3225E-09,3.7268E-10,3.43095E-09,-5.15176E-10,5.84596E-11
530.26,1.92844E-09,4.16596E-10,3.65057E-09,3.39855E-10,1.46174E-10
530.85,1.7527E-09,8.3299E-10,3.13873E-09,2.7401E-10,1.8998E-10
531.44,1.62233E-09,3.50966E-10,4.09036E-09,1.09677E-10,1.02365E-10
532.02,8.33232E-10,2.19392E-10,2.70303E-09,2.08422E-10,1.02383E-10
532.61,1.84095E-09,3.28922E-10,7.30181E-10,2.85066E-10,7.30938E-11
533.19,-3.07161E-10,9.54916E-10,3.3625E-09,1.0976E-11,1.60982E-10
533.78,1.27333E-09,1.97695E-10,4.16923E-09,1.97695E-10,6.58982E-11
534.37,8.77869E-10,3.73299E-10,3.72912E-09,1.53711E-10,8.7835E-11
534.95,1.58189E-09,3.62716E-10,2.85481E-09,2.08837E-10,3.6638E-11
535.54,1.62621E-09,3.84789E-10,3.66086E-09,2.19879E-10,-1.46586E-11
536.12,1.36321E-09,2.74991E-10,4.02903E-09,1.53995E-10,1.90661E-10
536.71,1.32047E-09,2.4222E-10,4.10614E-09,2.0919E-10,8.80798E-11
537.30,1.93737E-09,6.82858E-10,2.49389E-09,3.08388E-10,1.68879E-10
537.88,1.49857E-09,3.19724E-10,3.30407E-09,9.92248E-11,1.1025E-10
538.47,8.82412E-10,3.42122E-10,3.52793E-09,4.41448E-10,1.83937E-10
539.06,1.14798E-09,2.98197E-10,3.89829E-09,2.20887E-11,1.17806E-10
539.64,1.94446E-09,1.76866E-10,5.96304E-09,1.8792E-10,-3.02146E-10
540.23,1.50271E-09,3.75883E-10,-2.13516E-09,8.84431E-11,5.89621E-11
540.82,9.29648E-10,4.09713E-10,3.53979E-09,-1.77173E-10,1.18115E-10
541.40,8.85512E-10,2.4365E-10,3.68784E-09,2.4365E-10,1.91966E-10
541.99,7.97928E-10,3.88095E-10,4.20924E-09,3.99183E-10,2.88299E-10
542.58,1.06412E-09,3.43809E-10,2.73285E-09,1.99631E-10,5.915E-11
543.16,1.81996E-09,3.88619E-10,3.62335E-09,2.77585E-10,2.07264E-10
543.75,1.95486E-09,2.33378E-10,3.33052E-09,2.44492E-10,6.66795E-11
544.34,8.44175E-10,1.33364E-10,4.88495E-09,7.77956E-11,7.40911E-12
544.92,1.11195E-09,3.33767E-10,2.00053E-09,1.33507E-10,4.45023E-11
545.51,2.45133E-09,8.91883E-11,2.82137E-09,1.78377E-10,2.97294E-11
546.10,1.24981E-09,3.57285E-10,2.97429E-09,1.67477E-10,5.21041E-11
546.68,1.02785E-09,3.46532E-10,3.35006E-09,3.91246E-10,4.5459E-10
547.27,1.38714E-09,5.59638E-10,4.39793E-09,1.45506E-10,-4.47711E-11
547.86,2.06082E-09,2.12919E-10,3.50765E-09,1.12062E-10,1.49417E-10
548.44,9.87127E-10,3.03035E-10,3.36356E-09,2.80588E-10,-2.09505E-10
549.03,2.19856E-09,1.57126E-10,2.69081E-09,2.58136E-10,2.46913E-10
549.62,1.34758E-09,1.1236E-10,2.99317E-09,2.35957E-10,-5.24348E-11
550.21,1.25879E-09,1.23699E-10,4.71814E-09,2.36152E-10,1.04956E-10
550.79,8.99407E-10,3.14965E-10,2.62199E-09,1.23736E-10,1.34985E-10
551.38,1.08007E-09,2.25138E-10,1.19949E-09,5.62845E-11,1.42587E-10
551.97,1.26138E-09,2.47908E-10,3.75228E-09,1.57759E-10,-3.00494E-11
552.56,2.61279E-09,4.16924E-10,3.15183E-09,1.12682E-10,-3.00486E-11
